Geographic Name,Race Origin,Income Level,Year,Measure Names,Measure Values
Palo Alto County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Palo Alto County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,
Palo Alto County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Palo Alto County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Palo Alto County,  White alone,Median Nonfamily Income,2012-2016,Estimate,27683
Palo Alto County,Total,Median Nonfamily Income,2012-2016,Estimate,28079
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3448
Palo Alto County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),24401
Palo Alto County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3533
Palo Alto County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),3533
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,24096
Palo Alto County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,43125
Palo Alto County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Palo Alto County,  White alone,Median Nonfamily Income,2007-2011,Estimate,24288
Palo Alto County,Total,Median Nonfamily Income,2007-2011,Estimate,24288
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),1900
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),2930
Palo Alto County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),3626
Palo Alto County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),16564
Palo Alto County,  Asian alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Palo Alto County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Margin of Error (+/-),
Palo Alto County,  Black/African American alone,Per Capita Income,2017-2021,Margin of Error (+/-),11582
Palo Alto County,  White alone,Per Capita Income,2017-2021,Margin of Error (+/-),1852
Palo Alto County,Total,Per Capita Income,2017-2021,Margin of Error (+/-),1698
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Estimate,
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Estimate,32232
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2017-2021,Estimate,17566
Palo Alto County,  Two or more races,Per Capita Income,2017-2021,Estimate,5456
Palo Alto County,  Some other race alone,Per Capita Income,2017-2021,Estimate,26817
Palo Alto County,  Asian alone,Per Capita Income,2017-2021,Estimate,
Palo Alto County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Estimate,
Palo Alto County,  Black/African American alone,Per Capita Income,2017-2021,Estimate,21539
Palo Alto County,  White alone,Per Capita Income,2017-2021,Estimate,32002
Palo Alto County,Total,Per Capita Income,2017-2021,Estimate,30699
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Margin of Error (+/-),
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Margin of Error (+/-),1638
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2012-2016,Margin of Error (+/-),3545
Palo Alto County,  Two or more races,Per Capita Income,2012-2016,Margin of Error (+/-),8308
Palo Alto County,  Some other race alone,Per Capita Income,2012-2016,Margin of Error (+/-),5886
Palo Alto County,  Asian alone,Per Capita Income,2012-2016,Margin of Error (+/-),8711
Palo Alto County,  Black/African American alone,Per Capita Income,2012-2016,Margin of Error (+/-),4436
Palo Alto County,  White alone,Per Capita Income,2012-2016,Margin of Error (+/-),1603
Palo Alto County,Total,Per Capita Income,2012-2016,Margin of Error (+/-),1555
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Estimate,
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Estimate,27479
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2012-2016,Estimate,14428
Palo Alto County,  Two or more races,Per Capita Income,2012-2016,Estimate,10084
Palo Alto County,  Some other race alone,Per Capita Income,2012-2016,Estimate,12606
Palo Alto County,  Asian alone,Per Capita Income,2012-2016,Estimate,14772
Palo Alto County,  Black/African American alone,Per Capita Income,2012-2016,Estimate,14795
Palo Alto County,  White alone,Per Capita Income,2012-2016,Estimate,27253
Palo Alto County,Total,Per Capita Income,2012-2016,Estimate,26776
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Margin of Error (+/-),1446
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2007-2011,Margin of Error (+/-),6602
Palo Alto County,  Two or more races,Per Capita Income,2007-2011,Margin of Error (+/-),6784
Palo Alto County,  Some other race alone,Per Capita Income,2007-2011,Margin of Error (+/-),3908
Palo Alto County,  Asian alone,Per Capita Income,2007-2011,Margin of Error (+/-),22537
Palo Alto County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Palo Alto County,  Black/African American alone,Per Capita Income,2007-2011,Margin of Error (+/-),51019
Palo Alto County,  White alone,Per Capita Income,2007-2011,Margin of Error (+/-),1428
Palo Alto County,Total,Per Capita Income,2007-2011,Margin of Error (+/-),1402
Palo Alto County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Estimate,
Palo Alto County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Estimate,24618
Palo Alto County,Hispanic or Latino origin,Per Capita Income,2007-2011,Estimate,8835
Palo Alto County,  Two or more races,Per Capita Income,2007-2011,Estimate,5978
Palo Alto County,  Some other race alone,Per Capita Income,2007-2011,Estimate,9848
Palo Alto County,  Asian alone,Per Capita Income,2007-2011,Estimate,27628
Palo Alto County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Estimate,
Palo Alto County,  Black/African American alone,Per Capita Income,2007-2011,Estimate,34950
Palo Alto County,  White alone,Per Capita Income,2007-2011,Estimate,24403
Palo Alto County,Total,Per Capita Income,2007-2011,Estimate,24027
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Margin of Error (+/-),3145
Plymouth County,Hispanic or Latino origin,Median Household Income,2017-2021,Margin of Error (+/-),32461
Plymouth County,  Two or more races,Median Household Income,2017-2021,Margin of Error (+/-),17545
Plymouth County,  Some other race alone,Median Household Income,2017-2021,Margin of Error (+/-),18155
Plymouth County,  Asian alone,Median Household Income,2017-2021,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Household Income,2017-2021,Margin of Error (+/-),
Plymouth County,  White alone,Median Household Income,2017-2021,Margin of Error (+/-),3074
Plymouth County,Total,Median Household Income,2017-2021,Margin of Error (+/-),3112
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Estimate,75714
Plymouth County,Hispanic or Latino origin,Median Household Income,2017-2021,Estimate,61071
Plymouth County,  Two or more races,Median Household Income,2017-2021,Estimate,46033
Plymouth County,  Some other race alone,Median Household Income,2017-2021,Estimate,97656
Plymouth County,  Asian alone,Median Household Income,2017-2021,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Estimate,
Plymouth County,  Black/African American alone,Median Household Income,2017-2021,Estimate,
Plymouth County,  White alone,Median Household Income,2017-2021,Estimate,74634
Plymouth County,Total,Median Household Income,2017-2021,Estimate,74239
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Margin of Error (+/-),1832
Plymouth County,Hispanic or Latino origin,Median Household Income,2012-2016,Margin of Error (+/-),9048
Plymouth County,  Two or more races,Median Household Income,2012-2016,Margin of Error (+/-),6901
Plymouth County,  Some other race alone,Median Household Income,2012-2016,Margin of Error (+/-),24664
Plymouth County,  Asian alone,Median Household Income,2012-2016,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Household Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone,Median Household Income,2012-2016,Margin of Error (+/-),1828
Plymouth County,Total,Median Household Income,2012-2016,Margin of Error (+/-),2600
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2012-2016,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2012-2016,Estimate,61372
Plymouth County,Hispanic or Latino origin,Median Household Income,2012-2016,Estimate,41045
Plymouth County,  Two or more races,Median Household Income,2012-2016,Estimate,13056
Plymouth County,  Some other race alone,Median Household Income,2012-2016,Estimate,40136
Plymouth County,  Asian alone,Median Household Income,2012-2016,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2012-2016,Estimate,
Plymouth County,  Black/African American alone,Median Household Income,2012-2016,Estimate,
Plymouth County,  White alone,Median Household Income,2012-2016,Estimate,61274
Plymouth County,Total,Median Household Income,2012-2016,Estimate,60339
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Margin of Error (+/-),2693
Plymouth County,Hispanic or Latino origin,Median Household Income,2007-2011,Margin of Error (+/-),23430
Plymouth County,  Two or more races,Median Household Income,2007-2011,Margin of Error (+/-),2243
Plymouth County,  Some other race alone,Median Household Income,2007-2011,Margin of Error (+/-),100601
Plymouth County,  Asian alone,Median Household Income,2007-2011,Margin of Error (+/-),2102
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Margin of Error (+/-),53001
Plymouth County,  Black/African American alone,Median Household Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone,Median Household Income,2007-2011,Margin of Error (+/-),2680
Plymouth County,Total,Median Household Income,2007-2011,Margin of Error (+/-),2671
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2007-2011,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Household Income,2007-2011,Estimate,56432
Plymouth County,Hispanic or Latino origin,Median Household Income,2007-2011,Estimate,45750
Plymouth County,  Two or more races,Median Household Income,2007-2011,Estimate,73000
Plymouth County,  Some other race alone,Median Household Income,2007-2011,Estimate,70625
Plymouth County,  Asian alone,Median Household Income,2007-2011,Estimate,61042
Plymouth County,  American Indian and Alaska Native alone,Median Household Income,2007-2011,Estimate,37500
Plymouth County,  Black/African American alone,Median Household Income,2007-2011,Estimate,
Plymouth County,  White alone,Median Household Income,2007-2011,Estimate,56178
Plymouth County,Total,Median Household Income,2007-2011,Estimate,56387
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Margin of Error (+/-),6152
Plymouth County,Hispanic or Latino origin,Median Family Income,2017-2021,Margin of Error (+/-),62668
Plymouth County,  Two or more races,Median Family Income,2017-2021,Margin of Error (+/-),
Plymouth County,  Some other race alone,Median Family Income,2017-2021,Margin of Error (+/-),8794
Plymouth County,  Asian alone,Median Family Income,2017-2021,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Family Income,2017-2021,Margin of Error (+/-),15249
Plymouth County,  White alone,Median Family Income,2017-2021,Margin of Error (+/-),5372
Plymouth County,Total,Median Family Income,2017-2021,Margin of Error (+/-),4645
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2017-2021,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2017-2021,Estimate,89451
Plymouth County,Hispanic or Latino origin,Median Family Income,2017-2021,Estimate,90096
Plymouth County,  Two or more races,Median Family Income,2017-2021,Estimate,
Plymouth County,  Some other race alone,Median Family Income,2017-2021,Estimate,100275
Plymouth County,  Asian alone,Median Family Income,2017-2021,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2017-2021,Estimate,
Plymouth County,  Black/African American alone,Median Family Income,2017-2021,Estimate,56693
Plymouth County,  White alone,Median Family Income,2017-2021,Estimate,88818
Plymouth County,Total,Median Family Income,2017-2021,Estimate,88505
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Margin of Error (+/-),3986
Plymouth County,Hispanic or Latino origin,Median Family Income,2012-2016,Margin of Error (+/-),3268
Plymouth County,  Two or more races,Median Family Income,2012-2016,Margin of Error (+/-),
Plymouth County,  Some other race alone,Median Family Income,2012-2016,Margin of Error (+/-),18220
Plymouth County,  Asian alone,Median Family Income,2012-2016,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Family Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone,Median Family Income,2012-2016,Margin of Error (+/-),3886
Plymouth County,Total,Median Family Income,2012-2016,Margin of Error (+/-),3525
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2012-2016,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2012-2016,Estimate,73050
Plymouth County,Hispanic or Latino origin,Median Family Income,2012-2016,Estimate,41045
Plymouth County,  Two or more races,Median Family Income,2012-2016,Estimate,
Plymouth County,  Some other race alone,Median Family Income,2012-2016,Estimate,40543
Plymouth County,  Asian alone,Median Family Income,2012-2016,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2012-2016,Estimate,
Plymouth County,  Black/African American alone,Median Family Income,2012-2016,Estimate,
Plymouth County,  White alone,Median Family Income,2012-2016,Estimate,72927
Plymouth County,Total,Median Family Income,2012-2016,Estimate,71620
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Margin of Error (+/-),2131
Plymouth County,Hispanic or Latino origin,Median Family Income,2007-2011,Margin of Error (+/-),20732
Plymouth County,  Two or more races,Median Family Income,2007-2011,Margin of Error (+/-),2243
Plymouth County,  Some other race alone,Median Family Income,2007-2011,Margin of Error (+/-),106465
Plymouth County,  Asian alone,Median Family Income,2007-2011,Margin of Error (+/-),212103
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Margin of Error (+/-),17908
Plymouth County,  Black/African American alone,Median Family Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone,Median Family Income,2007-2011,Margin of Error (+/-),2235
Plymouth County,Total,Median Family Income,2007-2011,Margin of Error (+/-),2230
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Family Income,2007-2011,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Family Income,2007-2011,Estimate,71040
Plymouth County,Hispanic or Latino origin,Median Family Income,2007-2011,Estimate,48047
Plymouth County,  Two or more races,Median Family Income,2007-2011,Estimate,73000
Plymouth County,  Some other race alone,Median Family Income,2007-2011,Estimate,70625
Plymouth County,  Asian alone,Median Family Income,2007-2011,Estimate,31667
Plymouth County,  American Indian and Alaska Native alone,Median Family Income,2007-2011,Estimate,27500
Plymouth County,  Black/African American alone,Median Family Income,2007-2011,Estimate,
Plymouth County,  White alone,Median Family Income,2007-2011,Estimate,70846
Plymouth County,Total,Median Family Income,2007-2011,Estimate,70737
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3589
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Margin of Error (+/-),12904
Plymouth County,  Two or more races,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Plymouth County,  Some other race alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),19900
Plymouth County,  Asian alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),298
Plymouth County,  White alone,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3490
Plymouth County,Total,Median Nonfamily Income,2017-2021,Margin of Error (+/-),3340
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2017-2021,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2017-2021,Estimate,35413
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2017-2021,Estimate,40571
Plymouth County,  Two or more races,Median Nonfamily Income,2017-2021,Estimate,
Plymouth County,  Some other race alone,Median Nonfamily Income,2017-2021,Estimate,21971
Plymouth County,  Asian alone,Median Nonfamily Income,2017-2021,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2017-2021,Estimate,
Plymouth County,  Black/African American alone,Median Nonfamily Income,2017-2021,Estimate,8822
Plymouth County,  White alone,Median Nonfamily Income,2017-2021,Estimate,36004
Plymouth County,Total,Median Nonfamily Income,2017-2021,Estimate,35534
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Margin of Error (+/-),3965
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Margin of Error (+/-),8136
Plymouth County,  Two or more races,Median Nonfamily Income,2012-2016,Margin of Error (+/-),859
Plymouth County,  Some other race alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Plymouth County,  Asian alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),
Plymouth County,  White alone,Median Nonfamily Income,2012-2016,Margin of Error (+/-),4151
Plymouth County,Total,Median Nonfamily Income,2012-2016,Margin of Error (+/-),4457
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2012-2016,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2012-2016,Estimate,34722
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2012-2016,Estimate,18750
Plymouth County,  Two or more races,Median Nonfamily Income,2012-2016,Estimate,13785
Plymouth County,  Some other race alone,Median Nonfamily Income,2012-2016,Estimate,
Plymouth County,  Asian alone,Median Nonfamily Income,2012-2016,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2012-2016,Estimate,
Plymouth County,  Black/African American alone,Median Nonfamily Income,2012-2016,Estimate,
Plymouth County,  White alone,Median Nonfamily Income,2012-2016,Estimate,34213
Plymouth County,Total,Median Nonfamily Income,2012-2016,Estimate,32855
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Margin of Error (+/-),2418
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  Two or more races,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  Some other race alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  Asian alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone,Median Nonfamily Income,2007-2011,Margin of Error (+/-),2442
Plymouth County,Total,Median Nonfamily Income,2007-2011,Margin of Error (+/-),2419
Plymouth County,Native Hawaiian and other Pacific Islander alone,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Median Nonfamily Income,2007-2011,Estimate,26157
Plymouth County,Hispanic or Latino origin,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  Two or more races,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  Some other race alone,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  Asian alone,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  American Indian and Alaska Native alone,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  Black/African American alone,Median Nonfamily Income,2007-2011,Estimate,
Plymouth County,  White alone,Median Nonfamily Income,2007-2011,Estimate,26048
Plymouth County,Total,Median Nonfamily Income,2007-2011,Estimate,26141
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Margin of Error (+/-),1651
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Margin of Error (+/-),1528
Plymouth County,Hispanic or Latino origin,Per Capita Income,2017-2021,Margin of Error (+/-),2564
Plymouth County,  Two or more races,Per Capita Income,2017-2021,Margin of Error (+/-),6306
Plymouth County,  Some other race alone,Per Capita Income,2017-2021,Margin of Error (+/-),8761
Plymouth County,  Asian alone,Per Capita Income,2017-2021,Margin of Error (+/-),28295
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Margin of Error (+/-),17070
Plymouth County,  Black/African American alone,Per Capita Income,2017-2021,Margin of Error (+/-),3584
Plymouth County,  White alone,Per Capita Income,2017-2021,Margin of Error (+/-),1488
Plymouth County,Total,Per Capita Income,2017-2021,Margin of Error (+/-),1413
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2017-2021,Estimate,11070
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2017-2021,Estimate,38032
Plymouth County,Hispanic or Latino origin,Per Capita Income,2017-2021,Estimate,21357
Plymouth County,  Two or more races,Per Capita Income,2017-2021,Estimate,17580
Plymouth County,  Some other race alone,Per Capita Income,2017-2021,Estimate,24780
Plymouth County,  Asian alone,Per Capita Income,2017-2021,Estimate,38744
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2017-2021,Estimate,26166
Plymouth County,  Black/African American alone,Per Capita Income,2017-2021,Estimate,14337
Plymouth County,  White alone,Per Capita Income,2017-2021,Estimate,37347
Plymouth County,Total,Per Capita Income,2017-2021,Estimate,36290
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Margin of Error (+/-),5845
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Margin of Error (+/-),1042
Plymouth County,Hispanic or Latino origin,Per Capita Income,2012-2016,Margin of Error (+/-),2219
Plymouth County,  Two or more races,Per Capita Income,2012-2016,Margin of Error (+/-),7370
Plymouth County,  Some other race alone,Per Capita Income,2012-2016,Margin of Error (+/-),2727
Plymouth County,  Asian alone,Per Capita Income,2012-2016,Margin of Error (+/-),4297
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Margin of Error (+/-),60773
Plymouth County,  Black/African American alone,Per Capita Income,2012-2016,Margin of Error (+/-),5918
Plymouth County,  White alone,Per Capita Income,2012-2016,Margin of Error (+/-),1029
Plymouth County,Total,Per Capita Income,2012-2016,Margin of Error (+/-),993
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2012-2016,Estimate,3131
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2012-2016,Estimate,29966
Plymouth County,Hispanic or Latino origin,Per Capita Income,2012-2016,Estimate,15084
Plymouth County,  Two or more races,Per Capita Income,2012-2016,Estimate,12404
Plymouth County,  Some other race alone,Per Capita Income,2012-2016,Estimate,12691
Plymouth County,  Asian alone,Per Capita Income,2012-2016,Estimate,11892
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2012-2016,Estimate,78437
Plymouth County,  Black/African American alone,Per Capita Income,2012-2016,Estimate,9562
Plymouth County,  White alone,Per Capita Income,2012-2016,Estimate,29677
Plymouth County,Total,Per Capita Income,2012-2016,Estimate,28975
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Margin of Error (+/-),1393
Plymouth County,Hispanic or Latino origin,Per Capita Income,2007-2011,Margin of Error (+/-),2842
Plymouth County,  Two or more races,Per Capita Income,2007-2011,Margin of Error (+/-),1412
Plymouth County,  Some other race alone,Per Capita Income,2007-2011,Margin of Error (+/-),5838
Plymouth County,  Asian alone,Per Capita Income,2007-2011,Margin of Error (+/-),5709
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Margin of Error (+/-),
Plymouth County,  Black/African American alone,Per Capita Income,2007-2011,Margin of Error (+/-),2640
Plymouth County,  White alone,Per Capita Income,2007-2011,Margin of Error (+/-),1364
Plymouth County,Total,Per Capita Income,2007-2011,Margin of Error (+/-),1323
Plymouth County,Native Hawaiian and other Pacific Islander alone,Per Capita Income,2007-2011,Estimate,
Plymouth County,  White alone not Hispanic or Latino,Per Capita Income,2007-2011,Estimate,29638
Plymouth County,Hispanic or Latino origin,Per Capita Income,2007-2011,Estimate,10486
Plymouth County,  Two or more races,Per Capita Income,2007-2011,Estimate,8210
Plymouth County,  Some other race alone,Per Capita Income,2007-2011,Estimate,14260
Plymouth County,  Asian alone,Per Capita Income,2007-2011,Estimate,13662
Plymouth County,  American Indian and Alaska Native alone,Per Capita Income,2007-2011,Estimate,
Plymouth County,  Black/African American alone,Per Capita Income,2007-2011,Estimate,2860
Plymouth County,  White alone,Per Capita Income,2007-2011,Estimate,29378
Plymouth County,Total,Per Capita Income,2007-2011,Estimate,28660
Pocahontas County,Native Hawaiian and other Pacific Islander alone,Median Household Income,2017-2021,Margin of Error (+/-),
Pocahontas County,  White alone not Hispanic or Latino,Median Household Income,2017-2021,Margin of Error (+/-),4755
Pocahontas County,Hispanic or Latino origin,Median Household Income,2017-2021,Margin of Error (+/-),6456
Pocahontas County,  Two or more races,Median Household Income,2017-2021,Margin of Error (+/-),14094
Pocahontas County,  Some other race alone,Median Household Income,2017-2021,Margin of Error (+/-),
Pocahontas County,  Asian alone,Median Household Income,2017-2021,Margin of Error (+/-),
Pocahontas County,  American Indian and Alaska Native alone,Median Household Income,2017-2021,Margin of Error (+/-),
